ENSEMBL	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Case1	Case2	Case3	Case4	Case5	Case6	Case7	Case8
ENSG00000278740	0	0	1	0	0	0	2	3	0	2	1	1	1	4	2	5
ENSG00000267731	3	1	2	0	4	1	1	2	0	6	1	7	4	14	3	0
ENSG00000267472	0	2	0	0	7	5	0	2	2	1	2	6	1	7	5	3
ENSG00000265100	8	1	5	11	11	10	33	21	12	4	7	1	11	21	6	15
ENSG00000108932	20	4	9	11	29	30	18	54	58	34	15	13	25	87	177	57
ENSG00000070540	39	22	32	78	96	51	39	124	57	211	19	24	33	90	144	36
ENSG00000207561	0	0	2	1	6	2	1	7	4	1	1	0	0	0	5	0
ENSG00000072210	93	64	76	203	140	140	213	382	121	146	57	55	114	141	189	142
ENSG00000264932	0	2	4	0	0	0	7	2	5	2	0	0	1	4	0	8
ENSG00000275982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252349	1	0	5	0	1	2	3	3	1	0	2	0	0	0	0	1
ENSG00000262681	7	0	9	5	5	6	9	45	5	2	1	8	11	29	0	5
ENSG00000264785	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0
ENSG00000108602	6	1	3	8	16	36	9	82	24	11	3	11	5	34	15	16
ENSG00000230607	8	2	6	13	4	18	10	61	3	1	1	1	7	4	2	4
ENSG00000083290	71	55	46	128	163	137	88	238	95	85	43	54	64	105	144	153
ENSG00000231096	15	13	22	42	24	18	32	87	2	0	1	0	5	5	2	23
ENSG00000279251	7	5	11	14	5	6	5	34	5	0	0	2	7	5	0	13
ENSG00000276406	0	0	2	1	0	0	1	1	0	1	0	1	1	4	0	2
ENSG00000270091	5	7	2	4	17	2	2	4	2	5	3	4	2	9	24	2
ENSG00000285785	3	5	3	15	7	4	0	9	4	0	1	1	0	0	0	5
ENSG00000286732	1	2	3	5	1	1	3	2	1	0	1	0	0	0	2	0
ENSG00000279555	9	2	28	37	14	6	18	81	11	5	14	7	5	5	5	27
ENSG00000279281	2	3	4	9	7	9	4	24	7	5	6	0	11	10	10	1
ENSG00000266100	3	0	2	4	4	8	2	8	1	0	1	0	0	3	1	3
ENSG00000280028	0	0	3	8	3	3	1	7	3	0	0	1	0	0	0	0
ENSG00000263499	3	0	8	2	7	6	8	26	0	2	4	2	4	0	1	4
ENSG00000242889	0	1	0	1	0	3	0	2	0	0	0	0	0	0	0	0
ENSG00000238447	2	0	5	0	2	4	4	3	0	4	0	1	0	0	0	2
ENSG00000166329	2	3	3	6	9	6	2	20	7	4	2	8	4	0	2	5
ENSG00000265542	3	0	5	4	2	5	4	16	1	0	0	1	1	0	4	2
ENSG00000222976	1	2	2	3	2	2	3	8	1	3	1	0	1	0	0	3
ENSG00000181610	48	27	96	119	86	61	71	174	63	112	39	39	107	104	103	103
ENSG00000264914	0	0	1	1	7	3	1	5	2	1	0	0	1	3	2	6
ENSG00000214860	7	2	7	5	6	1	3	19	0	0	1	1	1	7	7	3
ENSG00000264177	4	2	4	8	5	5	3	36	13	3	1	1	5	19	2	3
ENSG00000267441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275206	0	0	1	1	0	0	0	2	0	0	0	0	0	3	0	1
ENSG00000204471	8	3	3	12	8	12	2	31	19	9	9	11	4	13	20	12
ENSG00000220161	3	0	1	7	1	2	3	9	1	1	0	1	0	11	0	0
ENSG00000205266	1	0	3	8	4	6	2	45	4	2	0	0	3	18	0	0
ENSG00000266162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186831	1	2	0	3	6	28	5	43	11	9	3	10	2	24	9	6
ENSG00000214856	4	3	5	6	13	28	4	37	12	12	7	8	18	30	11	11
ENSG00000229526	4	16	6	13	14	24	12	37	23	11	12	15	16	20	22	15
ENSG00000227919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267492	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0
ENSG00000230662	3	2	2	2	3	5	1	10	12	14	10	9	6	6	6	7
ENSG00000171916	8	10	22	22	22	56	18	81	42	35	17	13	24	27	68	32
ENSG00000167494	4	6	1	7	3	8	1	30	1	4	1	4	5	5	5	0
ENSG00000227689	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1
ENSG00000154874	24	27	30	20	34	42	30	49	64	46	19	28	22	30	25	46
ENSG00000227077	12	5	18	17	20	18	40	45	8	4	0	0	6	0	1	19
ENSG00000276532	0	2	2	1	1	1	3	5	1	0	2	1	1	1	0	6
ENSG00000189375	11	7	2	16	12	13	27	53	8	11	4	8	8	27	13	5
ENSG00000262262	1	0	0	0	2	1	2	7	0	1	0	0	1	0	0	0
ENSG00000287058	0	0	0	1	1	4	0	1	0	0	1	1	0	1	0	0
ENSG00000174977	5	12	1	4	12	23	2	7	20	32	12	9	13	26	23	16
ENSG00000224126	10	0	7	10	14	3	7	21	11	8	6	3	7	10	23	8
ENSG00000265693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171931	40	50	73	140	92	88	57	141	66	43	45	32	28	39	31	66
ENSG00000171928	35	23	28	110	42	64	28	80	49	104	32	37	27	107	74	46
ENSG00000265478	2	0	3	2	2	3	0	3	0	3	0	0	3	1	0	0
ENSG00000250111	0	1	2	1	1	0	0	1	2	0	0	0	1	2	0	0
ENSG00000274747	2	0	0	2	2	0	2	1	2	1	1	0	0	0	0	5
ENSG00000264273	1	0	2	2	5	0	1	6	6	2	5	2	6	5	2	20
ENSG00000233327	3	3	5	9	4	9	9	33	5	10	1	3	4	3	0	7
ENSG00000273018	4	6	4	13	16	15	6	39	7	18	7	7	7	21	5	13
ENSG00000201489	5	4	8	10	2	1	7	19	5	1	0	2	3	5	1	3
ENSG00000239697	57	19	30	39	154	20	79	132	74	88	33	33	66	174	175	73
ENSG00000248871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000276384	0	0	1	0	0	0	0	2	0	2	2	0	0	0	1	0
ENSG00000161956	13	2	7	16	38	7	20	28	29	67	11	9	20	56	55	24
ENSG00000277957	2	2	0	7	5	5	0	6	0	1	3	3	4	1	3	9
ENSG00000264772	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0
ENSG00000209582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129226	0	0	0	0	0	1	0	3	0	1	0	1	0	6	2	1
ENSG00000233223	16	15	3	3	18	43	8	42	35	55	15	11	9	29	56	33
ENSG00000129255	50	10	7	14	95	31	21	47	93	386	58	42	130	145	184	76
ENSG00000129194	2	2	1	9	11	12	5	27	15	31	2	7	5	33	20	7
ENSG00000129245	39	27	46	80	102	47	105	225	86	150	43	35	54	112	153	63
ENSG00000129214	29	20	50	60	43	36	19	89	22	21	16	28	29	49	12	24
ENSG00000141504	102	42	29	92	299	36	54	81	170	153	66	32	204	239	281	105
ENSG00000129244	18	18	41	46	26	28	20	85	24	395	16	15	15	76	39	67
ENSG00000108947	2	6	6	2	9	9	5	39	19	11	3	11	10	33	14	9
ENSG00000183914	206	267	410	671	454	488	345	1295	221	180	160	178	200	368	163	260
ENSG00000240480	14	14	12	19	17	9	3	12	7	4	3	6	5	10	2	6
ENSG00000262628	7	4	7	27	14	19	23	13	13	8	4	6	3	6	10	6
ENSG00000262085	11	3	15	29	17	11	4	19	8	8	5	4	2	5	5	5
ENSG00000142163	7	10	4	11	5	13	4	14	7	9	5	9	6	5	6	12
ENSG00000252283	0	0	0	3	0	0	4	3	0	0	0	0	0	0	0	2
ENSG00000240873	6	10	1	12	2	2	2	11	1	0	0	0	0	2	0	1
ENSG00000287721	4	6	13	17	16	14	13	26	4	1	3	0	2	4	1	0
ENSG00000267644	1	3	1	1	1	0	2	3	2	0	1	1	0	0	0	3
ENSG00000237575	1	0	4	4	2	9	2	10	1	2	0	2	4	1	0	1
ENSG00000267259	2	1	1	2	1	5	4	20	9	8	4	4	0	2	1	3
ENSG00000266830	2	0	1	0	3	1	0	4	2	1	0	1	0	1	0	0
ENSG00000263788	0	0	0	3	0	1	0	5	0	0	0	0	0	0	0	0
ENSG00000264486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260777	1	5	2	1	0	3	2	6	3	0	0	4	1	4	0	1
ENSG00000266306	4	6	0	4	9	7	2	22	5	10	2	1	3	2	6	4
ENSG00000264029	3	1	0	2	3	2	1	7	2	8	2	1	2	2	4	1
ENSG00000265480	16	6	19	19	27	25	50	112	7	3	9	0	3	13	6	19
ENSG00000109084	28	7	12	22	17	39	29	71	20	72	15	6	28	18	27	29
ENSG00000109079	26	4	4	3	27	24	12	53	33	74	30	21	30	39	75	36
ENSG00000004142	60	21	22	32	137	60	34	86	111	362	56	29	110	210	274	75
ENSG00000244045	8	4	2	5	27	6	11	9	12	33	8	6	28	43	39	14
ENSG00000258924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274529	1	0	3	0	0	0	0	5	1	0	0	0	0	1	1	0
ENSG00000273171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109072	5	1	7	7	5	12	4	30	11	11	6	3	2	16	15	11
ENSG00000277450	3	3	6	9	2	0	4	8	0	1	0	0	0	2	3	0
ENSG00000279532	9	6	13	7	4	9	14	24	4	7	5	4	4	0	4	9
ENSG00000265060	1	0	1	4	0	4	0	16	1	0	1	1	0	0	0	0
ENSG00000197879	64	43	122	83	127	139	103	342	162	144	52	54	72	301	111	128
ENSG00000132376	69	21	15	37	185	45	59	121	142	338	72	32	96	310	226	97
ENSG00000236618	0	0	0	0	1	1	0	3	2	2	0	0	4	7	0	0
ENSG00000174238	70	23	26	58	168	58	59	115	167	253	38	41	127	240	610	115
ENSG00000243704	1	1	0	1	0	4	1	4	0	4	0	1	2	8	5	0
ENSG00000074660	44	20	36	28	75	43	28	136	102	186	24	20	36	91	358	114
ENSG00000167705	24	8	10	16	59	34	17	57	47	702	37	19	53	97	92	93
ENSG00000174231	180	119	120	175	439	214	207	439	388	991	205	148	192	811	807	249
ENSG00000277597	1	0	0	1	0	0	0	2	0	0	1	0	1	4	0	0
ENSG00000185561	35	22	62	26	39	27	35	98	18	21	24	22	20	81	15	80
ENSG00000186594	38	4	4	34	123	4	36	36	145	117	10	18	52	256	642	122
ENSG00000283824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167711	22	6	16	11	50	45	17	148	48	50	8	20	28	71	41	50
ENSG00000132386	16	26	33	72	77	59	31	121	63	99	19	25	14	97	44	43
ENSG00000186532	52	41	63	114	114	102	46	182	63	64	40	28	44	136	60	67
ENSG00000132383	73	48	58	131	173	102	87	183	116	395	78	53	108	217	219	93
ENSG00000108958	10	6	15	34	31	11	39	38	2	5	1	6	4	5	10	12
ENSG00000249459	10	5	12	7	14	20	6	12	19	14	16	10	17	10	13	18
ENSG00000187870	7	7	15	14	4	14	3	14	14	6	6	12	8	18	11	21
ENSG00000218454	5	3	4	7	4	7	4	15	1	3	0	3	3	4	0	0
ENSG00000213671	6	6	11	16	13	19	8	20	14	12	9	9	5	12	12	9
ENSG00000226549	16	11	10	51	8	20	14	41	14	7	5	0	8	1	7	8
ENSG00000264215	7	6	3	14	1	4	4	16	1	2	0	1	0	1	1	2
ENSG00000264662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226981	25	3	11	50	14	44	41	77	13	8	9	2	5	15	5	17
ENSG00000266369	0	1	5	2	1	1	3	6	1	1	1	0	5	1	0	10
ENSG00000252483	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000265790	0	3	0	3	6	1	1	4	1	3	3	2	1	4	2	10
ENSG00000265099	2	2	3	1	0	7	0	13	0	1	0	0	0	0	0	0
ENSG00000244456	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000264660	0	1	3	3	5	0	2	0	1	1	1	0	0	2	0	4
ENSG00000256124	6	7	28	25	14	18	21	88	8	4	15	5	7	5	4	26
ENSG00000226101	2	4	7	17	4	8	7	20	2	2	5	4	7	5	6	9
ENSG00000125398	45	17	26	17	39	97	29	71	67	83	47	48	49	26	76	85
ENSG00000264026	1	3	8	17	2	20	8	34	0	0	5	4	1	1	1	4
ENSG00000228639	8	4	7	16	10	8	6	26	5	0	4	3	3	7	1	1
ENSG00000288605	6	9	31	23	4	11	8	40	10	0	6	5	6	3	3	7
ENSG00000234899	36	17	71	57	30	56	35	115	19	4	23	21	14	17	8	39
ENSG00000265547	2	0	3	8	1	2	0	9	2	0	0	0	5	0	0	1
ENSG00000265964	2	2	13	6	6	4	4	7	4	2	2	0	3	1	4	16
ENSG00000264589	6	4	10	5	10	16	5	77	6	2	2	2	3	19	6	5
ENSG00000185294	14	5	2	5	17	24	7	55	52	20	19	18	14	10	46	25
ENSG00000279685	2	0	3	2	1	8	2	7	4	1	0	0	1	1	0	4
ENSG00000262881	0	0	4	1	0	1	5	11	0	0	1	1	2	1	0	1
ENSG00000274883	0	1	0	0	1	0	0	3	1	0	0	3	0	1	0	6
ENSG00000256762	1	1	1	2	1	4	0	12	7	2	2	3	5	7	12	2
ENSG00000262372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214401	6	4	1	7	10	5	7	10	1	12	1	2	10	16	5	0
ENSG00000238723	2	1	0	2	0	2	2	4	3	0	0	0	1	3	0	0
ENSG00000277478	2	0	12	4	1	3	3	5	1	0	1	0	3	3	0	7
ENSG00000250310	1	0	3	3	2	7	6	36	0	2	2	0	2	5	0	1
ENSG00000121067	64	47	48	120	160	90	92	140	121	264	74	53	186	194	321	158
ENSG00000121073	49	29	35	51	111	55	40	77	118	172	67	38	96	171	170	52
ENSG00000250751	2	2	7	12	4	4	6	31	4	4	3	0	2	1	2	2
ENSG00000121104	81	38	37	71	157	78	72	162	85	1823	85	45	46	117	198	91
ENSG00000136504	64	42	47	132	166	98	120	310	136	212	55	63	77	290	213	124
ENSG00000235183	1	0	1	4	0	0	1	1	4	0	2	2	2	1	5	0
ENSG00000262837	2	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1
ENSG00000176358	4	14	13	8	13	13	6	37	17	11	13	9	3	8	10	8
ENSG00000204584	19	5	14	12	15	17	6	26	17	24	20	11	7	15	32	13
ENSG00000248954	3	2	6	4	3	5	6	16	4	1	1	1	1	14	0	1
ENSG00000254039	0	0	0	0	0	2	0	7	2	0	0	1	0	4	0	0
ENSG00000249176	1	2	1	0	4	13	6	11	5	7	0	6	0	3	6	4
ENSG00000199492	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000108813	5	13	9	3	12	18	8	41	36	11	13	6	10	25	10	24
ENSG00000064195	11	2	2	7	26	26	9	21	40	25	13	9	7	19	34	14
ENSG00000248172	3	2	9	4	3	1	2	17	0	0	0	1	1	0	1	3
ENSG00000246640	4	4	27	21	7	12	20	74	6	7	4	5	8	26	3	8
ENSG00000141577	46	27	26	21	109	58	39	214	70	111	71	43	24	202	103	54
ENSG00000262115	0	0	0	3	2	1	1	5	2	0	0	1	0	12	0	1
ENSG00000260005	1	0	3	5	11	15	7	59	8	25	2	4	2	32	10	2
ENSG00000224877	38	10	15	33	90	28	65	56	76	176	48	29	151	122	116	32
ENSG00000157637	155	28	19	62	341	59	81	248	255	553	200	69	134	395	986	215
ENSG00000276101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279187	3	5	8	4	6	8	12	66	2	2	0	6	2	33	6	1
ENSG00000185168	5	1	1	3	4	9	5	52	9	40	0	0	2	14	59	9
ENSG00000185332	1	2	6	9	14	16	9	80	15	10	12	8	2	26	11	19
ENSG00000287431	7	0	7	2	14	5	9	25	13	23	5	16	12	97	9	14
ENSG00000263154	4	2	11	6	4	9	13	42	3	2	2	1	0	9	2	9
ENSG00000262223	12	1	10	4	20	17	12	109	21	6	31	8	14	69	7	14
ENSG00000274833	0	0	0	0	1	0	0	0	1	1	0	0	1	7	0	0
ENSG00000262877	8	1	1	2	14	1	1	1	2	34	4	4	2	19	26	3
ENSG00000279692	9	0	7	8	12	12	15	9	4	11	2	3	3	8	4	12
ENSG00000266392	1	1	2	0	2	0	0	3	1	2	0	0	3	1	0	2
ENSG00000266189	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
ENSG00000263271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278200	0	0	0	0	4	0	0	1	2	0	0	2	2	28	0	1
ENSG00000229848	0	0	0	5	3	4	5	10	4	6	1	1	1	12	0	2
ENSG00000185504	80	27	45	66	154	50	83	208	119	226	112	52	74	291	246	87
ENSG00000207021	0	0	2	1	1	2	0	2	1	0	0	5	0	5	1	0
ENSG00000265853	0	0	0	1	1	0	2	4	0	0	1	0	0	0	0	0
ENSG00000128438	3	4	2	7	22	22	7	132	10	11	3	4	6	44	3	8
ENSG00000240505	15	11	13	34	45	48	36	147	28	37	10	31	67	96	14	33
ENSG00000230709	4	4	8	10	5	8	7	28	2	1	1	3	1	3	3	14
ENSG00000230969	0	0	0	2	0	0	1	4	0	0	0	2	0	5	0	1
ENSG00000260328	0	2	3	6	8	11	3	49	4	1	1	1	5	17	2	11
ENSG00000287114	0	0	2	0	0	4	3	9	3	0	0	1	0	5	0	2
ENSG00000287910	0	0	0	4	0	1	1	5	3	0	0	1	0	3	1	0
ENSG00000225442	2	2	10	5	4	10	5	28	1	7	5	1	3	15	2	20
ENSG00000263624	1	1	2	2	3	3	1	20	0	0	0	0	1	10	1	0
ENSG00000206859	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7
ENSG00000243370	0	0	1	1	0	0	0	0	0	1	1	0	7	3	0	4
ENSG00000278864	1	1	1	4	1	1	1	15	5	7	0	1	2	15	5	0
ENSG00000179598	1	1	4	3	7	2	2	13	14	23	8	6	11	35	28	11
ENSG00000264187	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000154803	49	32	36	48	100	48	50	135	103	753	53	45	46	122	209	84
ENSG00000266498	1	3	1	1	1	0	1	10	0	2	0	0	1	4	0	0
ENSG00000226359	5	1	1	21	7	7	3	13	4	2	7	4	0	17	6	3
ENSG00000141030	48	26	39	79	153	58	51	136	91	446	45	39	119	204	183	110
ENSG00000205309	39	18	60	44	61	43	52	95	47	209	23	23	23	66	89	45
ENSG00000215030	65	27	35	90	344	54	125	152	175	374	68	23	207	230	272	47
ENSG00000227158	4	0	1	0	0	2	0	9	1	0	0	0	0	0	1	0
ENSG00000230865	1	3	0	8	0	3	6	9	5	3	1	3	4	1	7	3
ENSG00000201741	2	1	1	0	2	4	0	1	1	0	0	0	0	1	0	0
ENSG00000141026	11	3	3	18	33	28	17	61	34	28	10	10	7	74	18	29
ENSG00000108551	7	1	6	3	6	4	19	19	11	37	6	12	6	8	7	8
ENSG00000259207	171	79	156	164	159	107	88	106	154	197	60	110	81	103	347	288
ENSG00000131469	816	234	202	690	2716	392	1770	902	2354	4966	838	798	5208	6755	3287	1030
ENSG00000277399	39	47	34	105	81	136	34	209	83	85	44	39	57	72	110	70
ENSG00000167280	166	41	21	67	373	60	112	169	222	387	146	44	58	288	459	148
ENSG00000268320	1	0	1	2	2	3	4	10	10	4	4	5	0	7	0	0
ENSG00000141499	42	39	37	108	64	59	36	123	53	104	37	37	49	182	61	42
ENSG00000167080	18	14	29	39	28	45	20	156	30	28	21	21	17	28	39	33
ENSG00000181291	12	11	2	3	32	52	12	77	46	35	18	17	9	19	57	30
ENSG00000068079	64	20	31	47	158	37	38	93	210	167	164	41	209	301	316	171
ENSG00000221926	34	20	39	77	54	42	25	105	38	23	18	16	20	34	20	41
ENSG00000178307	16	7	19	32	64	32	17	43	43	210	18	7	56	130	89	33
ENSG00000120088	6	8	1	1	5	13	10	32	6	6	0	7	9	3	1	6
ENSG00000108774	69	19	20	68	195	25	47	65	186	237	44	29	158	290	515	93
ENSG00000040531	40	30	30	54	73	83	40	159	139	145	72	44	66	167	169	94
ENSG00000159184	2	3	15	20	10	17	3	51	10	10	1	10	6	16	2	7
ENSG00000241322	25	20	40	62	51	40	34	72	26	10	26	15	22	14	22	58
ENSG00000171360	7	9	10	18	32	48	10	54	34	30	14	13	5	21	24	22
ENSG00000182575	6	4	4	10	17	19	1	52	12	11	7	7	13	13	17	11
ENSG00000167258	117	94	102	428	209	206	98	324	157	345	66	85	99	227	246	189
ENSG00000108439	23	8	15	16	23	35	20	88	48	70	35	16	39	32	56	25
ENSG00000167740	26	3	15	32	37	38	20	49	29	38	16	10	31	23	46	32
ENSG00000167723	50	41	56	88	68	116	75	325	84	65	52	56	56	191	78	78
ENSG00000167703	222	70	143	195	501	161	160	552	482	355	58	130	200	775	1333	264
ENSG00000108342	8	5	4	8	10	25	9	63	22	19	5	15	19	33	11	12
ENSG00000126351	43	23	34	60	121	70	74	271	85	152	57	31	42	184	152	68
ENSG00000133030	113	47	51	86	313	138	121	313	188	410	181	97	88	665	447	152
ENSG00000141510	117	75	109	111	173	108	92	321	124	329	102	65	112	256	178	138
ENSG00000161960	13	7	6	10	70	16	33	40	69	106	16	17	27	66	157	48
ENSG00000187838	2	4	0	2	6	2	0	1	1	1	1	1	1	7	3	2
ENSG00000262481	0	1	0	0	0	3	0	1	1	0	0	0	0	2	2	0
ENSG00000205544	22	4	5	8	51	6	9	11	17	64	5	14	47	25	34	9
ENSG00000169992	17	22	3	14	42	78	12	69	51	48	33	36	22	91	63	45
ENSG00000262880	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ENSG00000181323	4	3	2	2	5	8	3	18	11	4	5	10	6	13	6	8
ENSG00000184560	21	6	6	15	8	16	13	49	18	19	13	10	9	18	11	18
ENSG00000283439	24	19	14	17	24	36	24	82	43	54	25	45	18	54	36	50
ENSG00000286007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181284	14	4	0	4	15	10	6	13	28	31	10	8	18	41	32	21
ENSG00000262624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161958	3	0	4	5	1	2	3	12	5	1	1	3	1	13	4	17
ENSG00000263301	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0
ENSG00000272884	1	1	2	10	1	5	0	10	0	0	0	5	0	11	1	0
ENSG00000170175	66	45	151	106	127	58	74	226	72	52	57	49	50	131	92	66
ENSG00000259224	22	14	13	17	19	55	21	58	92	45	20	36	23	26	25	40
ENSG00000167874	10	6	2	5	15	15	14	34	55	18	15	11	12	13	121	22
ENSG00000182224	0	0	0	0	1	0	0	1	2	0	0	1	0	3	2	0
ENSG00000280046	6	1	19	17	20	14	9	48	20	14	13	3	11	20	27	7
ENSG00000252835	2	1	0	1	3	7	0	5	1	6	3	3	4	7	7	4
ENSG00000262730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170043	78	22	44	80	201	27	56	51	177	294	83	84	250	259	389	104
ENSG00000170037	47	55	31	134	119	99	44	120	81	298	56	36	45	103	157	65
ENSG00000262492	3	5	21	20	7	10	11	17	0	1	2	0	5	1	0	10
ENSG00000132518	28	13	26	36	43	81	26	120	70	46	26	31	29	52	46	65
ENSG00000279174	0	0	2	5	10	5	2	22	3	1	0	2	3	7	0	1
ENSG00000179593	44	24	63	76	42	95	93	330	47	80	18	40	20	52	66	43
ENSG00000263427	0	2	0	0	1	5	2	15	0	2	1	0	0	2	1	2
ENSG00000275011	3	0	4	5	1	2	3	31	2	1	0	1	11	8	1	4
ENSG00000179477	10	7	11	13	25	64	18	114	38	38	15	24	27	20	28	40
ENSG00000214999	0	0	0	0	3	1	0	4	1	5	0	0	0	2	0	0
ENSG00000264005	0	0	1	0	0	1	0	3	1	0	0	0	0	1	0	2
ENSG00000179111	8	13	1	6	12	27	11	30	20	20	15	12	10	20	22	18
ENSG00000179094	71	35	38	72	939	123	236	252	584	843	57	64	136	726	456	450
ENSG00000284117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220205	129	40	77	111	451	60	120	127	403	278	148	62	248	844	808	129
ENSG00000179029	28	19	29	52	71	45	41	102	39	61	20	29	58	83	54	51
ENSG00000200463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266824	13	9	30	16	6	12	11	31	4	2	4	5	9	25	4	8
ENSG00000283160	0	6	4	1	3	4	3	12	0	1	0	0	1	6	1	0
ENSG00000196544	24	3	14	14	39	20	21	32	24	55	26	13	33	67	52	21
ENSG00000279152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271002	3	0	3	3	2	3	3	5	0	0	1	0	0	3	0	1
ENSG00000178999	35	39	64	89	76	51	50	181	35	323	41	25	48	153	23	56
ENSG00000178977	21	12	11	33	42	23	16	29	19	32	8	5	24	44	38	8
ENSG00000178971	138	116	70	261	268	181	89	264	201	208	164	107	118	511	397	132
ENSG00000178921	47	80	41	167	99	133	66	257	113	248	67	116	67	282	101	75
ENSG00000269947	5	3	14	16	6	8	2	20	6	7	4	2	4	9	2	18
ENSG00000125434	36	6	20	55	51	32	25	91	31	41	18	23	24	114	29	27
ENSG00000108961	4	0	1	4	18	1	6	8	4	4	3	5	10	20	12	1
ENSG00000271029	0	0	0	0	0	1	0	5	0	0	0	1	0	0	1	0
ENSG00000198844	25	35	73	50	41	114	44	251	43	29	24	45	27	84	40	42
ENSG00000226871	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
ENSG00000212206	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1
ENSG00000266279	10	0	24	17	6	3	4	25	0	4	2	1	4	8	2	4
ENSG00000184650	31	19	47	42	25	35	37	121	17	15	14	17	23	14	17	18
ENSG00000265749	19	20	22	59	8	28	70	62	5	5	3	8	8	27	9	16
ENSG00000263809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161970	177	29	38	86	423	105	226	130	135	237	255	78	363	338	328	177
ENSG00000189051	4	4	11	23	13	18	18	52	5	10	7	16	12	20	1	11
ENSG00000133026	53	42	41	95	71	147	40	157	137	494	61	80	58	117	153	134
ENSG00000252363	0	1	2	0	0	0	1	0	2	1	1	0	0	0	1	0
ENSG00000270606	5	2	9	5	1	5	3	4	1	1	2	0	7	1	1	2
ENSG00000244604	1	0	23	8	4	18	6	14	2	3	3	3	3	2	4	12
ENSG00000161973	9	11	17	18	17	25	18	80	10	5	5	18	8	14	36	16
ENSG00000185156	8	5	0	8	16	21	7	29	14	8	7	12	6	14	18	11
ENSG00000276231	54	23	57	50	70	78	69	181	72	73	33	33	37	49	65	72
ENSG00000266389	1	0	3	6	7	11	12	17	4	0	2	0	1	5	27	3
ENSG00000265975	5	3	8	4	7	7	7	21	0	0	3	4	6	6	3	0
ENSG00000065320	7	3	4	15	17	28	11	73	36	22	10	13	21	42	19	13
ENSG00000262966	3	9	14	19	13	14	16	113	5	5	5	6	6	14	1	9
ENSG00000273816	0	0	0	2	0	1	0	1	3	0	0	0	0	0	2	0
ENSG00000170310	101	47	51	122	179	88	40	132	83	127	61	42	190	159	113	53
ENSG00000263708	2	4	9	1	4	5	2	9	2	0	3	3	3	0	3	2
ENSG00000225751	0	2	0	2	3	9	1	10	1	1	1	0	1	6	2	7
ENSG00000262815	3	2	8	15	2	7	7	9	3	0	2	1	2	2	4	17
